user_id,movie_id,rating
1,11371,4.0
1,20352,3.0
1,214756,5.0
1,9824,3.0
1,9008,1.0
1,12113,4.0
1,38778,1.0
1,425,4.0
1,72976,4.0
1,568,4.0
1,9350,1.0
1,4244,5.0
1,11820,5.0
1,345,5.0
1,59962,2.0
1,36648,3.0
1,1880,4.0
1,71679,3.0
1,11412,1.0
1,6795,2.0
1,9292,1.0
1,100241,3.0
1,1427,4.0
1,818,1.0
1,16577,2.0
1,300168,5.0
1,9087,4.0
1,273248,5.0
1,50359,3.0
1,11199,5.0
1,710,4.0
1,8916,4.0
1,294254,4.0
1,13576,1.0
1,39538,5.0
1,10628,4.0
1,10067,2.0
1,1487,4.0
1,10771,1.0
1,3512,5.0
1,137094,5.0
1,274479,2.0
1,267860,1.0
1,7485,5.0
1,6278,4.0
1,17610,2.0
1,22954,5.0
1,5820,1.0
1,201,2.0
1,13389,5.0
1,4958,4.0
1,10052,1.0
1,9676,5.0
1,137321,1.0
1,11260,2.0
1,2309,3.0
1,13922,4.0
1,9713,3.0
1,190859,2.0
1,257445,2.0
1,889,3.0
1,1370,4.0
1,24438,3.0
1,72431,4.0
1,1813,4.0
1,87428,2.0
1,8840,3.0
1,10589,4.0
1,13,1.0
1,10530,5.0
1,10603,3.0
1,35056,5.0
1,8839,2.0
1,8963,1.0
1,1402,4.0
1,9315,4.0
1,8984,1.0
1,795,1.0
1,393,3.0
1,9374,1.0
1,8077,5.0
1,10586,2.0
1,116149,3.0
1,80035,3.0
1,12117,4.0
1,1792,4.0
1,4517,2.0
1,145220,2.0
1,802,5.0
1,11321,5.0
1,242,5.0
1,1819,5.0
1,8046,1.0
1,479,3.0
1,9444,1.0
1,824,1.0
1,11456,4.0
1,261023,5.0
1,3683,1.0
1,285923,2.0
1,1950,5.0
1,97630,4.0
1,32856,3.0
1,49520,2.0
1,26389,2.0
1,11817,1.0
1,9969,2.0
1,18239,3.0
1,808,4.0
1,8367,4.0
1,9390,1.0
1,2898,2.0
1,109443,2.0
1,37686,1.0
1,274167,2.0
1,74465,3.0
1,50646,2.0
1,12103,4.0
1,231,4.0
1,300671,4.0
1,9754,2.0
1,4421,1.0
1,2649,2.0
1,588,2.0
1,10393,4.0
1,6623,2.0
1,2116,5.0
1,4599,2.0
1,22832,5.0
1,10782,4.0
1,9573,1.0
1,4959,1.0
1,10386,3.0
1,421,2.0
1,11615,5.0
1,241554,5.0
1,2252,3.0
1,69668,1.0
1,38363,1.0
1,9923,5.0
1,18501,5.0
1,329833,2.0
1,47327,2.0
1,15268,4.0
1,10796,5.0
1,18947,5.0
1,89,3.0
1,9481,1.0
1,4547,2.0
1,181283,1.0
1,9896,3.0
1,167,5.0
1,11232,1.0
1,1636,1.0
1,7504,1.0
1,8592,3.0
1,11091,4.0
1,1368,3.0
1,593,2.0
1,11467,4.0
1,320,3.0
1,1624,3.0
1,325789,4.0
1,113464,2.0
1,1493,4.0
1,9869,5.0
1,4379,5.0
1,926,4.0
1,4248,2.0
1,64328,2.0
1,36647,4.0
1,9360,2.0
1,6282,4.0
1,508,4.0
1,768,1.0
1,2636,5.0
1,10478,1.0
1,7453,1.0
1,15045,1.0
1,7737,2.0
1,9759,3.0
1,4688,4.0
1,2207,3.0
1,9381,1.0
1,5955,4.0
1,9826,4.0
1,21355,2.0
1,11439,4.0
1,9457,3.0
1,12412,5.0
1,68734,1.0
1,819,2.0
1,10935,5.0
1,228066,2.0
1,37233,1.0
1,27582,2.0
1,509,1.0
1,7443,3.0
1,11066,2.0
1,11560,2.0
1,18480,2.0
1,79,5.0
1,228967,4.0
1,9476,4.0
1,49527,3.0
1,73937,5.0
1,1885,1.0
1,168672,2.0
1,165,2.0
1,240832,3.0
1,1645,1.0
1,193756,4.0
1,37799,5.0
1,4257,2.0
1,196,3.0
1,109410,1.0
1,1213,1.0
1,100042,3.0
1,323675,5.0
1,1677,1.0
1,187,4.0
1,7461,4.0
1,16538,5.0
1,820,1.0
1,11565,4.0
1,6073,1.0
1,10336,2.0
1,11362,2.0
1,50348,5.0
1,48138,3.0
1,1579,2.0
1,1586,4.0
1,209451,2.0
1,4970,3.0
1,11831,5.0
1,9096,5.0
1,440,5.0
1,10641,4.0
1,11172,2.0
1,41446,2.0
1,10537,5.0
1,10154,5.0
1,11431,3.0
1,188161,4.0
1,8850,2.0
1,64685,3.0
1,38357,5.0
1,11398,5.0
1,1833,4.0
1,8970,5.0
1,13536,5.0
1,15556,3.0
1,10718,2.0
1,6071,5.0
1,10461,4.0
1,80278,1.0
1,16643,5.0
1,194,2.0
1,11025,3.0
1,8849,5.0
1,78698,1.0
1,14655,4.0
1,15074,1.0
1,56715,3.0
1,1272,3.0
1,9978,4.0
1,5353,5.0
1,11934,1.0
1,110415,2.0
1,77459,5.0
1,9495,4.0
1,256040,4.0
1,24420,4.0
1,1257,4.0
1,16320,5.0
1,8842,5.0
1,11529,4.0
1,20943,1.0
1,257932,2.0
1,1957,2.0
1,10833,4.0
1,5852,3.0
1,11306,2.0
1,12508,1.0
1,1091,3.0
1,87421,5.0
1,10871,1.0
1,14324,4.0
1,14325,3.0
1,312221,3.0
1,10488,1.0
1,334,1.0
1,62837,2.0
1,11001,3.0
1,36670,1.0
1,23048,1.0
1,8409,4.0
1,222936,1.0
1,48171,5.0
1,782,5.0
1,11802,5.0
1,365222,4.0
1,10054,2.0
1,51540,4.0
1,44264,4.0
1,152,4.0
1,271718,4.0
1,11638,3.0
1,11459,3.0
1,377,5.0
1,1273,4.0
1,325133,3.0
1,140823,5.0
1,22949,1.0
1,12437,2.0
1,2959,4.0
1,9957,2.0
1,9366,4.0
1,1576,5.0
1,5516,2.0
1,34806,1.0
1,49022,3.0
1,10066,3.0
1,88794,4.0
1,11979,4.0
1,11622,2.0
1,8197,1.0
1,35019,3.0
1,321741,1.0
1,59965,1.0
1,14175,4.0
1,11918,3.0
1,98357,2.0
1,10012,4.0
1,49526,4.0
1,268920,1.0
1,9093,3.0
1,118957,3.0
1,849,2.0
1,6440,2.0
1,8967,4.0
1,37498,2.0
1,144336,4.0
1,13056,5.0
1,14113,1.0
1,9311,5.0
1,45958,3.0
1,310706,2.0
1,10436,3.0
1,1381,2.0
1,12429,2.0
1,228205,5.0
1,18254,5.0
1,10877,2.0
1,202575,2.0
1,85446,2.0
1,10685,1.0
1,8055,5.0
1,50647,1.0
1,11888,1.0
1,9647,5.0
1,55721,3.0
1,11978,2.0
1,7305,5.0
1,3594,4.0
1,157841,1.0
1,12920,4.0
1,59,3.0
1,8649,5.0
1,10253,4.0
1,24662,4.0
1,32274,1.0
1,182,1.0
1,28,1.0
1,2054,4.0
1,606,2.0
1,87502,1.0
1,11313,2.0
1,10559,2.0
1,296099,1.0
1,1574,1.0
1,9032,5.0
1,2770,2.0
1,72570,2.0
1,132363,2.0
1,9472,4.0
1,9273,4.0
1,11836,3.0
1,18126,2.0
1,4476,2.0
1,2755,4.0
1,82654,2.0
1,59967,1.0
1,82696,4.0
1,10521,2.0
1,10762,1.0
1,227783,1.0
1,4133,3.0
1,172,5.0
1,707,1.0
1,6439,1.0
1,4347,5.0
1,4105,2.0
1,76489,1.0
1,9918,4.0
1,293863,1.0
1,4513,2.0
1,50456,4.0
1,9823,2.0
1,11137,5.0
1,4474,1.0
1,184346,2.0
1,48340,4.0
1,72207,5.0
1,16232,1.0
1,43539,2.0
1,11702,4.0
1,9701,5.0
1,2122,1.0
1,10658,4.0
1,58151,4.0
1,28902,3.0
1,14164,5.0
1,14844,4.0
1,57089,2.0
1,8054,5.0
1,46829,1.0
1,146238,3.0
1,9665,4.0
1,311,3.0
1,102362,2.0
1,17186,1.0
1,13967,2.0
1,2008,2.0
1,76349,3.0
1,45610,1.0
1,271331,1.0
1,215211,2.0
1,254470,4.0
1,4967,1.0
1,323676,1.0
1,12506,1.0
1,11249,1.0
1,277216,3.0
1,14444,3.0
1,2043,4.0
1,1428,3.0
1,562,2.0
1,26320,3.0
1,14292,2.0
1,924,3.0
1,9428,3.0
1,9778,4.0
1,23483,5.0
1,62206,4.0
1,4348,3.0
1,78,4.0
1,10025,5.0
1,15198,3.0
1,23172,4.0
1,9746,4.0
1,59859,4.0
1,13495,1.0
1,700,4.0
1,13490,1.0
1,15927,2.0
1,1259,4.0
1,9583,3.0
1,525,4.0
1,10188,5.0
1,245,3.0
1,9825,4.0
1,186,5.0
1,2666,2.0
1,28355,1.0
1,56288,5.0
1,16617,1.0
1,41488,2.0
1,37028,3.0
1,951,1.0
1,9454,2.0
1,2055,4.0
1,22894,2.0
1,134374,5.0
1,17047,5.0
1,16784,1.0
1,8011,2.0
1,31640,3.0
1,2779,3.0
1,238615,2.0
1,615,2.0
1,239571,1.0
1,162903,4.0
1,1497,5.0
1,634,2.0
1,10327,4.0
1,41630,5.0
1,11969,1.0
1,866,1.0
1,75174,1.0
1,8699,4.0
1,10923,4.0
1,111,4.0
1,77866,1.0
1,9416,3.0
1,12277,1.0
1,9779,3.0
1,2140,5.0
1,14177,5.0
1,227156,2.0
1,10735,5.0
1,11351,1.0
1,10030,4.0
1,9655,5.0
1,190955,4.0
1,11165,2.0
1,6116,1.0
1,57431,2.0
1,11543,3.0
1,284536,2.0
1,152737,5.0
1,1909,2.0
1,22971,3.0
1,34813,4.0
1,46261,1.0
1,10431,3.0
1,10591,2.0
1,10861,4.0
1,65055,1.0
1,200505,5.0
1,11954,2.0
1,60309,1.0
1,6978,4.0
1,59440,2.0
1,10655,5.0
1,20766,4.0
1,24264,5.0
1,19803,1.0
1,20309,1.0
1,9067,1.0
1,27360,2.0
1,168705,2.0
1,72113,3.0
1,152742,1.0
1,11699,5.0
1,49953,5.0
1,36696,1.0
1,109091,3.0
1,38543,1.0
1,290864,1.0
1,242166,2.0
1,1246,5.0
1,174751,1.0
1,2069,3.0
1,1788,1.0
1,11635,5.0
1,10480,1.0
1,13476,4.0
1,10208,4.0
1,24961,4.0
1,20761,1.0
1,45881,3.0
1,41283,2.0
1,4935,1.0
1,9532,2.0
1,10866,4.0
1,227707,3.0
1,21349,2.0
1,19150,5.0
1,70435,3.0
1,20024,5.0
1,6973,2.0
1,354110,5.0
1,22215,2.0
1,30596,5.0
1,3021,3.0
1,256917,1.0
1,251,4.0
1,14635,5.0
1,13680,1.0
1,783,1.0
1,228194,2.0
1,1642,3.0
1,235260,3.0
1,277,2.0
1,8999,4.0
1,146239,4.0
1,205588,5.0
1,10878,4.0
1,82650,3.0
1,270487,3.0
1,204082,4.0
1,24100,1.0
1,5550,4.0
1,30379,3.0
1,42586,5.0
1,17709,3.0
1,12085,1.0
1,44113,4.0
1,1073,4.0
1,81836,4.0
1,82693,5.0
1,44944,3.0
1,19255,2.0
1,10187,5.0
1,31005,3.0
1,49517,1.0
1,50780,5.0
1,1946,1.0
1,85,3.0
1,274,2.0
1,16290,5.0
1,138843,4.0
1,11637,2.0
1,226486,5.0
1,1584,1.0
1,12153,4.0
1,35690,3.0
1,13497,5.0
1,296096,5.0
1,10073,4.0
1,14873,5.0
1,9963,4.0
1,15655,5.0
1,9760,2.0
1,13279,4.0
1,9895,3.0
1,1164,5.0
1,239678,3.0
1,3989,2.0
1,76617,2.0
1,4258,3.0
1,20391,5.0
1,9645,4.0
1,55465,3.0
1,48289,3.0
1,243,1.0
1,17182,2.0
1,8848,3.0
1,107985,5.0
1,14043,1.0
1,19901,1.0
1,34016,4.0
1,59860,2.0
1,10069,1.0
1,12819,4.0
1,10115,4.0
1,9945,4.0
1,539,3.0
1,5915,1.0
1,61012,1.0
1,755,2.0
1,13682,5.0
1,9089,3.0
1,7979,2.0
1,470,2.0
1,9582,2.0
1,22074,3.0
1,290751,1.0
1,4597,4.0
1,9414,4.0
1,63492,3.0
1,4953,5.0
1,146198,1.0
1,10563,5.0
1,11835,2.0
1,31117,1.0
1,9074,3.0
1,15673,5.0
1,24432,1.0
1,109417,4.0
1,14220,5.0
1,46435,1.0
1,12142,2.0
1,4960,3.0
1,14652,2.0
1,32316,1.0
1,7299,1.0
1,13405,1.0
1,314385,2.0
1,8953,2.0
1,29078,5.0
1,46503,2.0
1,10448,2.0
1,10353,3.0
1,14538,1.0
1,13250,5.0
1,334074,3.0
1,6968,4.0
1,52449,1.0
1,9378,4.0
1,694,4.0
1,11377,1.0
1,12090,2.0
1,2669,2.0
1,13523,1.0
1,25195,4.0
1,82631,1.0
1,73191,5.0
1,340611,4.0
1,2757,2.0
1,244339,3.0
1,195589,1.0
1,854,1.0
1,2280,3.0
1,157,1.0
1,8643,4.0
1,10402,3.0
1,21301,3.0
1,10147,1.0
1,279,4.0
1,8617,5.0
1,10934,3.0
1,5279,5.0
1,160588,2.0
1,10028,4.0
1,10364,3.0
1,16991,1.0
1,9610,2.0
1,1578,1.0
1,25643,1.0
1,11904,1.0
1,44115,5.0
1,333348,1.0
1,11457,1.0
1,38665,2.0
1,2575,2.0
1,68924,5.0
1,253235,1.0
1,22102,3.0
1,18701,2.0
1,10068,2.0
1,130150,1.0
1,12246,1.0
1,27380,3.0
1,127560,2.0
1,37903,5.0
1,396152,5.0
1,31166,5.0
1,69848,2.0
1,8363,4.0
1,15670,3.0
1,8328,1.0
1,205,1.0
1,679,1.0
1,11113,2.0
1,9675,3.0
1,9988,4.0
1,948,1.0
1,21765,2.0
1,9429,2.0
1,13960,2.0
1,26602,1.0
1,16028,2.0
1,16112,1.0
1,27759,1.0
1,9310,2.0
1,11411,2.0
1,7304,2.0
1,10629,5.0
1,25763,3.0
1,79694,3.0
1,4032,3.0
1,4584,3.0
1,2977,3.0
1,207,5.0
1,24226,3.0
1,14709,4.0
1,74643,1.0
1,1417,2.0
1,10956,1.0
1,13972,3.0
1,5038,4.0
1,13491,3.0
1,10571,3.0
1,10994,5.0
1,19994,5.0
1,25166,1.0
1,12120,1.0
1,18475,5.0
1,40160,1.0
1,8009,4.0
1,8854,5.0
1,12410,5.0
1,34647,2.0
1,73935,3.0
1,38717,5.0
1,18777,1.0
1,12154,3.0
1,744,5.0
1,146,2.0
1,873,1.0
1,33196,2.0
1,132232,3.0
1,11153,3.0
1,4011,4.0
1,17202,3.0
1,65086,3.0
1,11778,1.0
1,287903,4.0
1,11397,5.0
1,266856,4.0
1,13411,2.0
1,228970,3.0
1,18405,2.0
1,11442,2.0
1,1562,1.0
1,232679,3.0
1,9434,4.0
1,11531,5.0
1,9100,4.0
1,116,2.0
1,1245,4.0
1,4995,3.0
1,10413,4.0
1,14012,4.0
1,12212,2.0
1,13768,3.0
1,342521,2.0
1,64689,3.0
1,12211,5.0
1,13816,2.0
1,10743,4.0
1,37718,5.0
1,17644,5.0
1,97430,2.0
1,12257,3.0
1,14024,3.0
1,7874,1.0
1,1988,5.0
1,9557,1.0
1,9026,3.0
1,57943,2.0
1,18276,4.0
1,8321,2.0
1,25704,2.0
1,133694,4.0
1,8053,4.0
1,2290,4.0
1,6552,1.0
1,38031,1.0
1,42188,4.0
1,6687,3.0
1,13853,1.0
1,10045,3.0
1,253450,3.0
1,16353,5.0
1,10185,2.0
1,75033,4.0
1,13501,3.0
1,172391,2.0
1,262543,1.0
1,9288,2.0
1,264999,4.0
1,864,3.0
1,1931,1.0
1,12227,1.0
1,13824,3.0
1,71688,3.0
1,13950,2.0
1,12403,5.0
1,34152,1.0
1,24940,4.0
1,18041,4.0
1,16899,3.0
1,37842,5.0
1,9045,5.0
1,44092,3.0
1,23988,3.0
1,43949,5.0
1,142,4.0
1,86838,2.0
1,613,4.0
1,9816,5.0
1,10131,4.0
1,339984,2.0
1,8859,3.0
1,11967,1.0
1,239563,4.0
1,4951,5.0
1,10985,2.0
1,9644,2.0
1,15489,1.0
1,9448,3.0
1,11186,2.0
1,136835,4.0
1,25462,5.0
1,10691,4.0
1,5172,1.0
1,58680,3.0
1,19052,3.0
1,3682,1.0
1,48217,4.0
1,84892,5.0
1,9672,1.0
1,59678,3.0
1,79777,5.0
1,319,3.0
1,9504,3.0
1,6217,2.0
1,6615,4.0
1,14574,3.0
1,12144,3.0
1,9552,3.0
1,2105,1.0
1,10136,5.0
1,67660,2.0
1,154,1.0
1,860,5.0
1,75674,4.0
1,3179,4.0
1,76726,5.0
1,10269,1.0
1,11202,2.0
1,9357,3.0
1,8386,1.0
1,1360,4.0
1,101267,1.0
1,31915,2.0
1,11601,4.0
1,26710,2.0
1,1948,3.0
1,28353,4.0
1,60599,3.0
1,227719,2.0
1,19419,1.0
1,14799,2.0
1,7510,5.0
1,31246,1.0
1,10944,5.0
1,1255,1.0
1,45226,3.0
1,10212,3.0
1,86825,4.0
1,15907,5.0
1,38448,2.0
1,327,4.0
1,89325,4.0
1,4170,3.0
1,41508,3.0
1,236751,3.0
1,358451,2.0
1,11887,3.0
1,10377,2.0
1,249164,5.0
1,10748,1.0
1,796,5.0
1,10156,5.0
1,28932,3.0
1,31909,5.0
1,16888,5.0
1,12149,3.0
1,1587,2.0
1,11109,5.0
1,9027,2.0
1,63020,4.0
1,86829,4.0
1,13888,3.0
1,42345,5.0
1,1590,2.0
1,62728,1.0
1,24137,5.0
1,62,2.0
1,13067,4.0
1,25379,2.0
1,88641,1.0
1,96399,1.0
1,214,5.0
1,10890,3.0
1,10314,4.0
1,11873,5.0
1,9289,1.0
1,10414,1.0
1,74534,3.0
1,19405,2.0
1,10999,1.0
1,13938,3.0
1,1832,5.0
1,15037,2.0
1,227,3.0
1,11336,5.0
1,22824,1.0
1,15983,2.0
1,11545,4.0
1,42684,3.0
1,8359,4.0
1,15648,2.0
1,75900,1.0
1,9515,1.0
1,328425,3.0
1,10050,4.0
1,87093,5.0
1,9893,1.0
1,11507,5.0
1,37931,2.0
1,3472,5.0
1,87818,5.0
1,13160,2.0
1,88005,5.0
1,134597,4.0
1,14283,5.0
1,209403,1.0
1,73247,4.0
1,253331,4.0
1,9952,4.0
1,256924,2.0
1,134371,1.0
1,2088,3.0
1,27342,2.0
1,24664,4.0
1,329440,3.0
1,47890,1.0
1,32740,3.0
1,14195,4.0
1,73567,2.0
1,12779,4.0
1,11770,5.0
1,12703,2.0
1,115872,1.0
1,25350,4.0
1,31007,5.0
1,11546,5.0
1,184374,2.0
1,245846,3.0
1,15017,2.0
1,49787,3.0
1,18516,1.0
1,15067,4.0
1,9700,3.0
1,250066,5.0
1,208869,5.0
1,86837,2.0
1,10306,5.0
1,22820,3.0
1,37737,2.0
1,10472,2.0
1,14425,2.0
1,14624,3.0
1,293670,3.0
1,27329,2.0
1,12454,3.0
1,9671,1.0
1,52010,4.0
1,11588,1.0
1,13483,1.0
1,327833,1.0
1,71805,1.0
1,16727,5.0
1,272693,1.0
1,10696,2.0
1,150202,5.0
1,152747,1.0
1,62676,2.0
1,1116,1.0
1,185008,5.0
1,11818,4.0
1,680,5.0
1,11176,2.0
1,242582,5.0
1,11217,2.0
1,15121,4.0
1,773,5.0
1,170,2.0
1,37964,4.0
1,10885,1.0
1,225565,5.0
1,11596,4.0
1,9490,3.0
1,14536,5.0
1,9962,5.0
1,37735,3.0
1,10873,1.0
1,51588,4.0
1,14629,2.0
1,44009,4.0
1,26618,5.0
1,43923,1.0
1,26306,4.0
1,7870,4.0
1,13072,5.0
1,153397,4.0
1,12183,5.0
1,12192,5.0
1,36597,1.0
1,149,5.0
1,10425,5.0
1,49081,4.0
1,1544,5.0
1,374461,3.0
1,21512,5.0
1,389425,3.0
1,403,5.0
1,33542,5.0
1,283708,4.0
1,1691,1.0
1,2610,4.0
1,11308,5.0
1,15365,4.0
1,36046,3.0
1,12569,4.0
1,24356,3.0
1,55903,4.0
1,103903,2.0
1,7735,1.0
1,29064,1.0
1,326284,1.0
1,238,2.0
1,19913,4.0
1,713,3.0
1,77930,1.0
1,8390,5.0
1,3291,3.0
1,10803,5.0
1,682,2.0
1,10117,1.0
1,9392,5.0
1,1696,4.0
1,308639,1.0
1,2662,3.0
1,44718,5.0
1,241771,5.0
1,9555,4.0
1,15581,2.0
1,39053,5.0
1,104896,1.0
1,12271,3.0
1,226354,3.0
1,30128,5.0
1,1956,2.0
1,24985,4.0
1,78381,4.0
1,164372,2.0
1,9571,2.0
1,325373,5.0
1,334527,4.0
1,2211,3.0
1,14576,1.0
1,82505,1.0
1,38970,4.0
1,41009,3.0
1,250546,5.0
1,650,4.0
1,16620,1.0
1,8998,3.0
1,1591,2.0
1,87499,2.0
1,26665,5.0
1,62255,1.0
1,5708,1.0
1,338,1.0
1,10925,1.0
1,1777,4.0
1,642,2.0
1,433,4.0
1,11977,4.0
1,16158,2.0
1,629,5.0
1,13370,2.0
1,10215,2.0
1,25066,1.0
1,1523,1.0
1,92591,2.0
1,57612,3.0
1,12509,3.0
1,28053,5.0
1,67913,2.0
1,13991,4.0
1,231576,4.0
1,13403,3.0
1,15797,3.0
1,576,2.0
1,18602,2.0
1,10930,4.0
1,32395,3.0
1,58882,3.0
1,44260,2.0
1,97614,3.0
1,1555,5.0
1,16564,3.0
1,168027,4.0
1,10664,1.0
1,55567,3.0
1,9277,3.0
1,16186,5.0
1,7863,4.0
1,11901,4.0
1,1548,3.0
1,27451,3.0
1,253253,5.0
1,70670,4.0
1,25248,2.0
1,230266,4.0
1,242512,1.0
1,82990,2.0
1,11843,2.0
1,11284,3.0
1,1955,3.0
1,157547,3.0
1,16096,5.0
1,2895,5.0
1,19848,1.0
1,256274,3.0
1,45153,5.0
1,122081,3.0
1,26748,3.0
1,11357,4.0
1,192141,5.0
1,29996,5.0
1,22649,3.0
1,20455,3.0
1,10786,1.0
1,335,2.0
1,10217,5.0
1,3028,2.0
1,1024,3.0
1,16148,1.0
1,313922,2.0
1,14474,5.0
1,8744,2.0
1,56930,5.0
1,41730,1.0
1,18442,1.0
1,298312,5.0
1,77495,1.0
1,12486,5.0
1,244403,3.0
1,299552,3.0
1,447027,2.0
1,12555,4.0
1,12498,1.0
1,77949,3.0
1,1690,3.0
1,8435,2.0
1,49365,1.0
1,11404,3.0
1,11577,3.0
1,77987,5.0
1,40185,1.0
1,68202,5.0
1,166624,3.0
1,10822,5.0
1,10844,5.0
1,9336,4.0
1,5689,4.0
1,641,1.0
1,27686,1.0
1,252680,1.0
1,141,4.0
1,17139,1.0
1,13807,2.0
1,68818,3.0
1,12093,5.0
1,36419,1.0
1,281730,4.0
1,10970,3.0
1,375290,3.0
1,270938,5.0
1,11826,4.0
1,29920,1.0
1,26379,1.0
1,34069,4.0
1,10947,5.0
1,11386,4.0
1,10246,2.0
1,451,1.0
1,39781,5.0
1,8337,2.0
1,5925,5.0
1,8357,2.0
1,512,4.0
1,11536,1.0
1,9782,5.0
1,1809,5.0
1,2370,5.0
1,9809,1.0
1,5,4.0
1,19153,1.0
1,15122,1.0
1,14293,5.0
1,103328,4.0
1,125123,2.0
1,133575,2.0
1,54580,5.0
1,52015,1.0
1,81390,3.0
1,10981,2.0
1,225235,3.0
1,22301,2.0
1,257087,4.0
1,46420,4.0
1,251979,1.0
1,874,1.0
1,266102,2.0
1,37495,3.0
1,5178,5.0
1,8618,1.0
1,3116,2.0
1,352978,2.0
1,10634,2.0
1,18900,3.0
1,40505,5.0
1,11363,4.0
1,25376,5.0
1,765,4.0
1,205321,3.0
1,38007,2.0
1,14256,4.0
1,20055,2.0
1,39303,1.0
1,142061,5.0
1,370662,5.0
1,252360,2.0
1,12535,4.0
1,1667,3.0
1,86549,1.0
1,12586,1.0
1,11564,5.0
1,108346,2.0
1,805,1.0
1,22051,1.0
1,627,5.0
1,10162,5.0
1,1430,5.0
1,10014,2.0
1,158015,3.0
